Product_name,Description,Merchant_category,ImageURL,discount,Price,Price2,Deeplink
Oyster Lawn Fantaisie Trouser Collection - 1 Pc Unstitched Fabric,Oyster Lawn Fantaisie Trouser Collection - 1 Pc Unstitched Fabric,Root Category > Womens Fashion > Womens Clothing > Unstitched Fabric > Lawn > Pakistani & Traditional Clothing,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Flala-3600-3625955-1-product.jpg,10%,1100,1225,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Foyster-lawn-fantaisie-trouser-collection-1-pc-unstitched-fabric-5595263.html%2F%3Futm_content%3DLA404FA0LL61QNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Charcoal Lawn Fantaisie Trouser Collection - 1 Pc Unstitched Fabric,Charcoal Lawn Fantaisie Trouser Collection - 1 Pc Unstitched Fabric,Root Category > Womens Fashion > Womens Clothing > Unstitched Fabric > Lawn > Pakistani & Traditional Clothing,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Flala-3600-6625955-1-product.jpg,10%,1100,1225,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fcharcoal-lawn-fantaisie-trouser-collection-1-pc-unstitched-fabric-5595266.html%2F%3Futm_content%3DLA404FA13G672NAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Sepia Lawn Fantaisie Trouser Collection - 1 Pc Unstitched Fabric,Sepia Lawn Fantaisie Trouser Collection - 1 Pc Unstitched Fabric,Root Category > Womens Fashion > Womens Clothing > Unstitched Fabric > Lawn > Pakistani & Traditional Clothing,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Flala-3600-8625955-1-product.jpg,10%,1100,1225,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fsepia-lawn-fantaisie-trouser-collection-1-pc-unstitched-fabric-5595268.html%2F%3Futm_content%3DLA404FA1FCUAMNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Buttermilk Beige Lawn Fantaisie Unstitched Trouser For Women - 1 Pc,Buttermilk Beige Lawn Fantaisie Unstitched Trouser For Women - 1 Pc,Root Category > Womens Fashion > Womens Clothing > Unstitched Fabric > Lawn > Pakistani & Traditional Clothing,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Flala-3600-0725955-1-product.jpg,10%,1100,1225,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fbuttermilk-beige-lawn-fantaisie-unstitched-trouser-for-women-1-pc-5595270.html%2F%3Futm_content%3DLA404FA04BLI6NAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Salt White Lawn Fantaisie Unstitched Trouser For Women - 1 Pc,Salt White Lawn Fantaisie Unstitched Trouser For Women - 1 Pc,Root Category > Womens Fashion > Womens Clothing > Unstitched Fabric > Lawn > Pakistani & Traditional Clothing,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Flala-3600-2725955-1-product.jpg,10%,1100,1225,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fsalt-white-lawn-fantaisie-unstitched-trouser-for-women-1-pc-5595272.html%2F%3Futm_content%3DLA404FA0G89LQNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Coconut Lawn Fantaisie Trouser Collection - 1 Pc Unstitched Fabric,Coconut Lawn Fantaisie Trouser Collection - 1 Pc Unstitched Fabric,Root Category > Womens Fashion > Womens Clothing > Unstitched Fabric > Lawn > International Shipping,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Flala-3600-3725955-1-product.jpg,10%,1100,1225,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fcoconut-lawn-fantaisie-trouser-collection-1-pc-unstitched-fabric-5595273.html%2F%3Futm_content%3DLA404FA0M6LNINAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Red Cotton Jersey Long Chori Dar Tights Plain T-3 Pill-Free Guaranted,Export Quality Durability/Strength Comfortablility Pill-Free No Hariness Guaranted Easy to iron Easy to fold Easy to Store Easy to Wear Never apply Blaech & avoid damage to product,Root Category > Womens Fashion > Womens Clothing > Tights & Leggings > Western Clothing > Bottoms & Tights,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fs-m-collection-3600-8978655-1-product.jpg,15%,587,690,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fred-cotton-jersey-long-chori-dar-tights-plain-t-3-pill-free-guaranted-5568798.html%2F%3Futm_content%3DSM787FAEPCWUNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Black Cotton Jersey Long Chori Dar Tights Plain T-6,"From simple essentials to on-trend styles, our collection of tights will see you through the seasons. Discover sleek sheers, smooth opaque, and leg-shaping ranges, while pretty patterns and vintage-style seams will add a playful touch to your look.&nbsp;–",Root Category > Womens Fashion > Womens Clothing > Tights & Leggings > Western Clothing > Bottoms & Tights,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fs-m-collection-3720-6088655-1-product.jpg,27%,503,690,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fblack-cotton-jersey-long-chori-dar-tights-plain-t-6-5568806.html%2F%3Futm_content%3DSM787FAEPCX2NAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Orange Plain Choridar Tights - T-32 Pill-Free Guaranted,Export Quality Durability/Strength Comfortablility Pill-Free No Hariness Guaranted Easy to iron Easy to fold Easy to Store Easy to Wear Never apply Blaech & avoid damage to product,Root Category > Womens Fashion > Womens Clothing > Tights & Leggings > Western Clothing > Bottoms & Tights,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fs-m-collection-3600-3119655-1-product.jpg,27%,503,690,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Forange-plain-choridar-tights-t-32-pill-free-guaranted-5569113.html%2F%3Futm_content%3DSM787FAEPD5LNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Chiko Brown Plain Choridar Tights - T-30 Pill-Free Guaranted,Export Quality Durability/Strength Comfortablility Pill-Free No Hariness Guaranted Easy to iron Easy to fold Easy to Store Easy to Wear Never apply Blaech & avoid damage to product,Root Category > Womens Fashion > Womens Clothing > Tights & Leggings > Western Clothing > Bottoms & Tights,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fs-m-collection-3600-4119655-1-product.jpg,27%,503,690,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fchiko-brown-plain-choridar-tights-t-30-pill-free-guaranted-5569114.html%2F%3Futm_content%3DSM787FAEPD5MNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Pink Plain Choridar Tights - T-29 Pill-Free Guaranted,Export Quality Durability/Strength Comfortablility Pill-Free No Hariness Guaranted Easy to iron Easy to fold Easy to Store Easy to Wear Never apply Blaech & avoid damage to product,Root Category > Womens Fashion > Womens Clothing > Tights & Leggings > Western Clothing > Bottoms & Tights,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fs-m-collection-3600-7119655-1-product.jpg,27%,503,690,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fpink-plain-choridar-tights-t-29-pill-free-guaranted-5569117.html%2F%3Futm_content%3DSM787FAEPD5PNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Black Cotton Jersey Long Chori Dar Tights Plain T-6 (Pill-Free Guaranted),Durability / StrengthComfortabilityPill-free / no Heriness GuarentedEasy To WashEasy to IronEasy to foldEasy to StoreEasy to WearNever apply Bleach & avoid damage to product.,Root Category > Womens Fashion > Womens Clothing > Tights & Leggings > Western Clothing > Bottoms & Tights,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fs-m-collection-3600-4519655-1-product.jpg,27%,503,690,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fblack-cotton-jersey-long-chori-dar-tights-plain-t-6-pill-free-guaranted-5569154.html%2F%3Futm_content%3DSM787FAEPD6QNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Black Polyester 100% Polyester Satin Chemise With Neck Lace,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-4944-8439655-1-product.jpg,15%,765,900,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fblack-polyester-100-polyester-satin-chemise-with-neck-lace-5569348.html%2F%3Futm_content%3DVA395FAEPDC4NAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Golden Solid Polyester Chimese With Lace For Women - CHE 04 GD,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-4946-6539655-1-product.jpg,15%,765,900,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fgolden-solid-polyester-chimese-with-lace-for-women-che-04-gd-5569356.html%2F%3Futm_content%3DVA395FAEPDCCNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Black Polyester Sando Set - SAN-005,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5001-4149655-1-product.jpg,15%,850,1000,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fblack-polyester-sando-set-san-005-5569414.html%2F%3Futm_content%3DVA395FAEPDDYNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Royal Blue Polyester Night Suit - PJ19 RB,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5020-5349655-1-product.jpg,15%,935,1100,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Froyal-blue-polyester-night-suit-pj19-rb-5569435.html%2F%3Futm_content%3DVA395FAEPDEJNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Pista Polyester Gown for Women - Gwn36-1001 Pg,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5026-9349655-1-product.jpg,15%,977.5,1150,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fpista-polyester-gown-for-women-gwn36-1001-pg-5569439.html%2F%3Futm_content%3DVA395FAEPDENNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Pink Polyester Gown for Women - Gwn36-1001 Pk,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5032-5449655-1-product.jpg,15%,977.5,1150,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fpink-polyester-gown-for-women-gwn36-1001-pk-5569445.html%2F%3Futm_content%3DVA395FAEPDETNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Golden Cheetah Polyester Satin PJ Suit,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5875-9059655-1-product.jpg,15%,1275,1500,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fgolden-cheetah-polyester-satin-pj-suit-5569509.html%2F%3Futm_content%3DVA395FAEPDGLNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Red Polyester Satin Chemise With Lace,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5873-6159655-1-product.jpg,17%,999,1200,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fred-polyester-satin-chemise-with-lace-5569516.html%2F%3Futm_content%3DVA395FAEPDGSNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Black Satin Camisole Cami Sets With Lace,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Tops > Vests & Camisoles,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5196-0659655-1-product.jpg,15%,1105,1300,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fblack-satin-camisole-cami-sets-with-lace-5569560.html%2F%3Futm_content%3DVA395FAEPDI0NAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Black Floral Printed Satin Polyester Womens Night Shirt,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5240-5169655-1-product.jpg,17%,999,1200,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fblack-floral-printed-satin-polyester-womens-night-shirt-5569615.html%2F%3Futm_content%3DVA395FAEPDJJNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Black Satin Polyester Womens Night Shirt,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5247-9169655-1-product.jpg,17%,999,1200,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fblack-satin-polyester-womens-night-shirt-5569619.html%2F%3Futm_content%3DVA395FAEPDJNNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Red Satin Polyester Womens Night Shirt,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5259-1369655-1-product.jpg,17%,999,1200,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fred-satin-polyester-womens-night-shirt-5569631.html%2F%3Futm_content%3DVA395FAEPDJZNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Royal Blue Satin Polyester Chemise with Belt,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5263-8369655-1-product.jpg,15%,765,900,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Froyal-blue-satin-polyester-chemise-with-belt-5569638.html%2F%3Futm_content%3DVA395FAEPDK6NAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Polyester Lightweight Jacquard-PJ19 Green,"Enjoy a good nights sleep without compromising on style with the help of our fabulous nightwear range. From comfy and cuddly pajamas, dressing gowns and slippers to glamorous lingerie, we offer nightwear to suit all kinds of evenings. – Valerie",Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5390-0979655-1-product.jpg,15%,935,1100,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fpolyester-lightweight-jacquard-pj19-green-5569790.html%2F%3Futm_content%3DVA395FAEPDOENAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Royal & Black Satin Night Wear With L/S PRINTED PJ SET,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5400-3089655-1-product.jpg,15%,1275,1500,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Froyal-black-satin-night-wear-with-l-s-printed-pj-set-5569803.html%2F%3Futm_content%3DVA395FAEPDORNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
Polyester Solid Satin PJ Set,,Root Category > Womens Fashion > Womens Clothing > Lingerie & Sleepwear > Nightwear,http://marketing.net.daraz.pk/ts/i3801839/tsv?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fstatic.daraz.pk%2Fp%2Fvalerie-5411-8089655-1-product.jpg,15%,1445,1700,http://marketing.net.daraz.pk/ts/i3801839/tsc?tst=!!TIME_STAMP!!&amc=aff.Darazpk.50307.58698.23912&rmd=3&trg=https%3A%2F%2Fwww.daraz.pk%2Fpolyester-solid-satin-pj-set-5569808.html%2F%3Futm_content%3DVA395FAEPDOWNAFAMZ%26utm_source%3Dingenious%26utm_medium%3Daffiliation%26utm_campaign%3D%23%7BPARTNER_ID%7D%26utm_term%3D%23%7BADMEDIA_ID%7D%2520-%2520%23%7BADMEDIA_NAME%7D
